Player,Pos,Spotrac_ID,Team,Trans_Date,Trans
Tim Hardaway Jr., SG,http://www.spotrac.com/redirect/player/13337/,ATL,Jun 26 2017,Atlanta (ATL) extended $4.59 million Qualifying Offer; becomes Restricted Free Agent				
John Collins, PF,http://www.spotrac.com/redirect/player/23614/,ATL,Jun 22 2017,Drafted by Atlanta (ATL): Round 1 (#19overall)				
Alpha Kaba, PF,http://www.spotrac.com/redirect/player/23661/,ATL,Jun 22 2017,Drafted by Atlanta (ATL): Round 2 (#60overall)				
Tyler Dorsey, SG,http://www.spotrac.com/redirect/player/23642/,ATL,Jun 22 2017,Drafted by Atlanta (ATL): Round 2 (#41overall)				
Miles Plumlee, C,http://www.spotrac.com/redirect/player/10851/,ATL,Jun 20 2017,Traded to Atlanta (ATL) from Charlotte (CHA)  with  Marco BelinelliDwight Howard
Paul Millsap, PF,http://www.spotrac.com/redirect/player/2754/,ATL,May 22 2017,Declined $21.47 million Player Option with Atlanta (ATL) for 2017-18				
Jose Calderon, PG,http://www.spotrac.com/redirect/player/2734/,ATL,Mar 4 2017,Claimed off waivers by Atlanta (ATL)				
Lamar Patterson, SG,http://www.spotrac.com/redirect/player/15400/,ATL,Feb 26 2017,Waived by Atlanta (ATL)				
Lamar Patterson, SG,http://www.spotrac.com/redirect/player/15400/,ATL,Feb 24 2017,Signed a 1 year $247k contract with Atlanta (ATL) - includes 2nd Year Club Option				
Ryan Kelly, PF,http://www.spotrac.com/redirect/player/13361/,ATL,Feb 24 2017,Signed a 1 year $287k contract with Atlanta (ATL) - includes 2nd Year Club Option				
Dennis Schröder, PG,http://www.spotrac.com/redirect/player/13330/,ATL,Feb 24 2017,Suspended 1 game (forfeit $24623) failure to report to team on time after All-Star break				
Mike Scott, PF,http://www.spotrac.com/redirect/player/10868/,ATL,Feb 23 2017,Traded to Phoenix (PHX) from Atlanta (ATL)  with cash and draft rights to Cenk Aykol for 2017 2nd round pick [protected] 				
Tiago Splitter, PF,http://www.spotrac.com/redirect/player/7119/,ATL,Feb 22 2017,Traded to Philadelphia (PHI) from Atlanta (ATL)  with 2017 2nd round pick [becomes 2018 2nd Round if not conveyed]  and 2017 2nd round pick for  Ersan Ilyasova
Lamar Patterson, SG,http://www.spotrac.com/redirect/player/15400/,ATL,Feb 8 2017,Signed a 10-day contract with Atlanta (ATL)				
Taurean Prince, SF,http://www.spotrac.com/redirect/player/20217/,ATL,Feb 3 2017,Fined $25000 for altercation during ATL-MIA game				
Taurean Prince, SF,http://www.spotrac.com/redirect/player/20217/,ATL,Feb 1 2017,Fined $2000 foe ejection from ATL-MIA game				
Lamar Patterson, SG,http://www.spotrac.com/redirect/player/15400/,ATL,Jan 29 2017,Signed a 10-day contract with Atlanta (ATL)				
Gary Neal, PG,http://www.spotrac.com/redirect/player/6995/,ATL,Jan 18 2017,Signed a 10-day contract with Atlanta (ATL)				
Mo Williams, PG,http://www.spotrac.com/redirect/player/2571/,ATL,Jan 18 2017,Traded to Denver (DEN) from Atlanta (ATL)  for rights to Cenk Akyol				
Mo Williams, PG,http://www.spotrac.com/redirect/player/2571/,ATL,Jan 7 2017,Traded to Atlanta (ATL) from Cleveland (CLE)  with  Mike DunleavyKyle Korver
Ryan Kelly, PF,http://www.spotrac.com/redirect/player/13361/,ATL,Jan 6 2017,Waived by Atlanta (ATL)				
Damion Lee, G,http://www.spotrac.com/redirect/player/21063/,ATL,Apr 2 2018,Signed a contract with Atlanta (ATL)				
Jeremy Evans, SF,http://www.spotrac.com/redirect/player/6937/,ATL,Apr 1 2018,Signed a 10-day contract with Atlanta (ATL)				
Damion Lee, G,http://www.spotrac.com/redirect/player/21063/,ATL,Mar 22 2018,Signed a 10-day contract with Atlanta (ATL)				
Jaylen Morris, G,http://www.spotrac.com/redirect/player/24993/,ATL,Mar 21 2018,Signed a multi-year contract with Atlanta (ATL)				
Antonius Cleveland, SG,http://www.spotrac.com/redirect/player/24370/,ATL,Mar 14 2018,Signed a multi-year contract with Atlanta (ATL)				
Damion Lee, G,http://www.spotrac.com/redirect/player/21063/,ATL,Mar 13 2018,Signed a 10-day contract with Atlanta (ATL)				
Jaylen Morris, G,http://www.spotrac.com/redirect/player/24993/,ATL,Mar 11 2018,Signed a 10-day contract with Atlanta (ATL)				
Antonius Cleveland, SG,http://www.spotrac.com/redirect/player/24370/,ATL,Mar 4 2018,Signed a 10-day contract with Atlanta (ATL)				
Isaiah Taylor, PG,http://www.spotrac.com/redirect/player/20273/,ATL,Mar 4 2018,Fined $2000 for ejection from PHX-ATL game				
Jaylen Morris, G,http://www.spotrac.com/redirect/player/24993/,ATL,Feb 28 2018,Signed a 10-day contract with Atlanta (ATL)				
Ersan Ilyasova, PF,http://www.spotrac.com/redirect/player/6341/,ATL,Feb 26 2018,Waived by Atlanta (ATL) - agreed to buyout				
Antonius Cleveland, SG,http://www.spotrac.com/redirect/player/24370/,ATL,Feb 22 2018,Signed a 10-day contract with Atlanta (ATL)				
Marco Belinelli, SG,http://www.spotrac.com/redirect/player/2314/,ATL,Feb 10 2018,Waived by Atlanta (ATL) - agreed to buyout				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,ATL,Feb 8 2018,Waived by Atlanta (ATL)				
Okaro White, PF,http://www.spotrac.com/redirect/player/20798/,ATL,Feb 8 2018,Traded to Atlanta (ATL) from Miami (MIA)  for  Luke Babbitt
Sheldon McClellan, SG,http://www.spotrac.com/redirect/player/20279/,ATL,Feb 8 2018,Waived by Atlanta (ATL)				
Sheldon McClellan, SG,http://www.spotrac.com/redirect/player/20279/,ATL,Feb 8 2018,Traded to Atlanta (ATL) from Washington (WAS)  with cash for 2nd Round pick				
Dwight Howard, C,http://www.spotrac.com/redirect/player/2640/,CHA,Nov 25 2017,Fined $35000 for obscene gesture to Cleveland fans during CHA-CLE game				
Frank Kaminsky, PF,http://www.spotrac.com/redirect/player/17837/,CHA,Oct 30 2017,Charlotte (CHA) exercised $3.63 million option for 2018-19				
T.J. Williams, PG,http://www.spotrac.com/redirect/player/24303/,CHA,Oct 13 2017,Waived by Charlotte (CHA)				
Luke Petrasek, F,http://www.spotrac.com/redirect/player/24489/,CHA,Oct 13 2017,Waived by Charlotte (CHA)				
Terry Henderson, SG,http://www.spotrac.com/redirect/player/24483/,CHA,Oct 13 2017,Waived by Charlotte (CHA)				
Isaiah Hicks, PF,http://www.spotrac.com/redirect/player/23677/,CHA,Oct 13 2017,Waived by Charlotte (CHA)				
Luke Petrasek, F,http://www.spotrac.com/redirect/player/24489/,CHA,Sep 18 2017,Signed a contract with Charlotte (CHA)				
Terry Henderson, SG,http://www.spotrac.com/redirect/player/24483/,CHA,Sep 15 2017,Signed a contract with Charlotte (CHA)				
Julyan Stone, PG,http://www.spotrac.com/redirect/player/8644/,CHA,Aug 24 2017,Signed a 1 year $1.5 million contract with Charlotted (CHA)				
Ramon Sessions, PG,http://www.spotrac.com/redirect/player/2566/,CHA,Aug 8 2017,Signed a 1 year $2.3 million contract with New York (NYK)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,CHA,Aug 8 2017,Signed a 1 year $1.47 million contract with Los Angeles (LAL) - $50k guaranteed				
T.J. Williams, PG,http://www.spotrac.com/redirect/player/24303/,CHA,Aug 2 2017,Signed a contract with Charlotte (CHA)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,CHA,Jul 28 2017,Waived by Charlotte (CHA)				
Michael Carter-Williams, PG,http://www.spotrac.com/redirect/player/13324/,CHA,Jul 7 2017,Signed a 1 year $2.7 million contract with Charlotte (CHA)				
Dwayne Bacon, SG,http://www.spotrac.com/redirect/player/23640/,CHA,Jul 6 2017,Signed a 3 year $3.81 million contract with Charlotte (CHA)				
Malik Monk, SG,http://www.spotrac.com/redirect/player/23606/,CHA,Jul 2 2017,Signed a 2 year $6.35 million contract with Charlotte (CHA)				
Ramon Sessions, PG,http://www.spotrac.com/redirect/player/2566/,CHA,Jun 29 2017,Charlotte (CHA) declined $6.27 million option for 2017-18				
Isaiah Hicks, PF,http://www.spotrac.com/redirect/player/23677/,CHA,Jun 23 2017,Signed a contract with Charlotte (CHA)				
Frank Jackson, PG,http://www.spotrac.com/redirect/player/23626/,CHA,Jun 23 2017,Drafted by Charlotte (CHA): Round 2 (#31overall)				
Malik Monk, SG,http://www.spotrac.com/redirect/player/23606/,CHA,Jun 22 2017,Drafted by Charlotte (CHA): Round 1 (#11overall)				
Dwayne Bacon, SG,http://www.spotrac.com/redirect/player/23640/,CHA,Jun 22 2017,Traded to Charlotte (CHA) from New Orleans (NOP)  with $1.8 million for  Frank Jackson
Miles Plumlee, C,http://www.spotrac.com/redirect/player/10851/,CHA,Jun 20 2017,Traded to Atlanta (ATL) from Charlotte (CHA)  with  Marco BelinelliDwight Howard
Christian Wood, PF,http://www.spotrac.com/redirect/player/18218/,CHA,Apr 17 2017,Charlotte (CHA) declined option for 2017-2018; becomes an Unrestricted Free Agent				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,CHA,Mar 19 2017,Signed a 2 year $1.6 million contract with Charlotte (CHA)				
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,CHA,Mar 16 2017,Signed a 2 year $1.69 million contract with Charlotte (CHA)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,CHA,Mar 9 2017,Signed a 10-day contract with Charlotte (CHA)				
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,CHA,Mar 6 2017,Signed a 10-day contract with Charlotte (CHA)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,CHA,Feb 27 2017,Signed a 10-day contract with Charlotte (CHA)				
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,CHA,Feb 24 2017,Signed a 10-day contract with Charlotte (CHA)				
Chris Andersen, PF,http://www.spotrac.com/redirect/player/6102/,CHA,Feb 13 2017,Waived by Charlotte (CHA)				
Chris Andersen, PF,http://www.spotrac.com/redirect/player/6102/,CHA,Feb 13 2017,Traded to Charlotte (CHA) from Cleveland (CLE)  for 2017 2nd round pick [top-55 protected] 				
Ray McCallum, PG,http://www.spotrac.com/redirect/player/13349/,CHA,Feb 13 2017,Signed a 10-day contract with Charlotte (CHA)				
Mike Tobey, C,http://www.spotrac.com/redirect/player/20899/,CHA,Feb 13 2017,Signed a 10-day contract with Charlotte (CHA)				
Ray McCallum, PG,http://www.spotrac.com/redirect/player/13349/,CHA,Feb 3 2017,Signed a 10-day contract with Charlotte (CHA)				
Mike Tobey, C,http://www.spotrac.com/redirect/player/20899/,CHA,Feb 3 2017,Signed a 10-day contract with Charlotte (CHA)				
Roy Hibbert, C,http://www.spotrac.com/redirect/player/6113/,CHA,Feb 2 2017,Traded to Milwaukee (MIL) from Charlotte (CHA)  with  Spencer HawesMiles Plumlee
Aaron Harrison, SG,http://www.spotrac.com/redirect/player/18009/,CHA,Jan 3 2017,Waived by Charlotte (CHA)				
Johnny O'Bryant, PF,http://www.spotrac.com/redirect/player/15388/,CHA,Feb 7 2018,Traded to New York (NYK) from Charlotte (CHA)  with 2020 2nd round pick and 2021 2nd round pick for  Willy Hernangomez
Michael Carter-Williams, PG,http://www.spotrac.com/redirect/player/13324/,CHA,Jan 17 2018,Fined $2000 for ejection from WAS-CHA game				
Jeff Withey, C,http://www.spotrac.com/redirect/player/13352/,DAL,Dec 19 2017,Waived by Dallas (DAL)				
Gian Clavell, SG,http://www.spotrac.com/redirect/player/24301/,DAL,Oct 16 2017,Waived by Dallas (DAL)				
Maalik Wayns, PG,http://www.spotrac.com/redirect/player/11099/,DAL,Oct 14 2017,Waived by Dallas (DAL)				
P.J. Dozier, SG,http://www.spotrac.com/redirect/player/23668/,DAL,Oct 14 2017,Waived by Dallas (DAL)				
Jameel Warney, PF,http://www.spotrac.com/redirect/player/20912/,DAL,Oct 14 2017,Waived by Dallas (DAL)				
Brandon Ashley, PF,http://www.spotrac.com/redirect/player/18054/,DAL,Oct 13 2017,Waived by Dallas (DAL)				
Jameel Warney, PF,http://www.spotrac.com/redirect/player/20912/,DAL,Oct 13 2017,Signed a contract with Dallas (DAL)				
Nerlens Noel, C,http://www.spotrac.com/redirect/player/13319/,DAL,Aug 26 2017,Signed a 1 year $4.19 million Qualifying Offer contract with Dallas (DAL)				
Jeff Withey, C,http://www.spotrac.com/redirect/player/13352/,DAL,Aug 21 2017,Signed a 2 year $3.37 million contract with Dallas (DAL) - $350k guaranteed				
Maalik Wayns, PG,http://www.spotrac.com/redirect/player/11099/,DAL,Aug 9 2017,Signed a 1 year $1.47 million contract with Dallas (DAL)				
P.J. Dozier, SG,http://www.spotrac.com/redirect/player/23668/,DAL,Aug 8 2017,Signed a contract contract with Dallas (DAL)				
Brandon Ashley, PF,http://www.spotrac.com/redirect/player/18054/,DAL,Aug 3 2017,Signed a contract with Dallas (DAL)				
Gian Clavell, SG,http://www.spotrac.com/redirect/player/24301/,DAL,Aug 1 2017,Signed a contract with Dallas (DAL)				
Nicolas Brussino, SF,http://www.spotrac.com/redirect/player/20754/,DAL,Jul 20 2017,Waived by Dallas (DAL)				
Maxi Kleber, PF,http://www.spotrac.com/redirect/player/24212/,DAL,Jul 12 2017,Signed a 2 year $2.19 million contract with Dallas (DAL)				
A.J. Hammons, C,http://www.spotrac.com/redirect/player/20252/,DAL,Jul 7 2017,Traded to Miami (MIA) from Dallas (DAL)  for  Josh McRoberts
Dirk Nowitzki, PF,http://www.spotrac.com/redirect/player/2279/,DAL,Jul 6 2017,Signed a 1 year $5 million contract with Dallas (DAL) - includes 2nd Year Club Option				
Dennis Smith Jr., PG,http://www.spotrac.com/redirect/player/23604/,DAL,Jul 5 2017,Signed a 2 year $7.04 million contract with Dallas (DAL)				
Johnathan Motley, PF,http://www.spotrac.com/redirect/player/24020/,DAL,Jul 3 2017,Signed a two-way contract with Dallas (DAL)				
Jarrod Uthoff, PF,http://www.spotrac.com/redirect/player/20896/,DAL,Jun 29 2017,Traded to Houston (HOU) from Dallas (DAL)  for cash				
DeAndre Liggins, SG,http://www.spotrac.com/redirect/player/8105/,DAL,Jun 28 2017,Traded to Houston (HOU) from Dallas (DAL)  for cash				
Dirk Nowitzki, PF,http://www.spotrac.com/redirect/player/2279/,DAL,Jun 25 2017,Dallas (DAL) declined $25 million option for 2017-18; becomes an Unrestricted Free Agent				
Yogi Ferrell, PG,http://www.spotrac.com/redirect/player/20283/,DAL,Jun 24 2017,Dallas exercised $1.32 million option for 2017-18				
Nerlens Noel, C,http://www.spotrac.com/redirect/player/13319/,DAL,Jun 23 2017,Dallas (DAL) extended $4.19 million Qualifying Offer; becomes a Restricted Free Agent				
Dennis Smith Jr., PG,http://www.spotrac.com/redirect/player/23604/,DAL,Jun 22 2017,Drafted by Dallas (DAL): Round 1 (#9overall)				
Jarrod Uthoff, PF,http://www.spotrac.com/redirect/player/20896/,DAL,Mar 29 2017,Signed a multi-year contract with Dallas (DAL)				
Devin Harris, PG,http://www.spotrac.com/redirect/player/2592/,DAL,Mar 29 2017,Fined $2000 for ejection from DAL-NOP game				
Jarrod Uthoff, PF,http://www.spotrac.com/redirect/player/20896/,DAL,Mar 19 2017,Signed a 10-day contract with Dallas (DAL)				
Manny Harris, SG,http://www.spotrac.com/redirect/player/7112/,DAL,Mar 19 2017,Signed a 10-day contract with Dallas (DAL)				
Jarrod Uthoff, PF,http://www.spotrac.com/redirect/player/20896/,DAL,Mar 9 2017,Signed a 10-day contract with Dallas (DAL)				
Manny Harris, SG,http://www.spotrac.com/redirect/player/7112/,DAL,Mar 9 2017,Signed a 10-day contract with Dallas (DAL)				
Ben Bentil, PF,http://www.spotrac.com/redirect/player/20257/,DAL,Feb 26 2017,Signed a 10-day contract with Dallas (DAL)				
Quinn Cook, PG,http://www.spotrac.com/redirect/player/18264/,DAL,Feb 26 2017,Signed a 10-day contract with Dallas (DAL)				
Deron Williams, PG,http://www.spotrac.com/redirect/player/2757/,DAL,Feb 23 2017,Waived by Dallas (DAL)				
Nerlens Noel, C,http://www.spotrac.com/redirect/player/13319/,DAL,Feb 23 2017,Traded to Dallas (DAL) from Philadelphia (PHI)  for  Andrew BogutJustin Anderson
Yogi Ferrell, PG,http://www.spotrac.com/redirect/player/20283/,DAL,Feb 7 2017,Signed a 1 year $208k contract with Dallas (DAL)				
Yogi Ferrell, PG,http://www.spotrac.com/redirect/player/20283/,DAL,Feb 4 2017,Agreed to a contract with Dallas (DAL) after 10-day contract expires				
Yogi Ferrell, PG,http://www.spotrac.com/redirect/player/20283/,DAL,Jan 28 2017,Signed a 10-day contract with Dallas (DAL)				
Pierre Jackson, PG,http://www.spotrac.com/redirect/player/13355/,DAL,Jan 28 2017,Waived by Dallas (DAL)				
Pierre Jackson, PG,http://www.spotrac.com/redirect/player/13355/,DAL,Jan 25 2017,Signed a 10-day contract with Dallas (DAL)				
Pierre Jackson, PG,http://www.spotrac.com/redirect/player/13355/,DAL,Jan 15 2017,Signed a 10-day contract with Dallas (DAL)				
Justin Anderson, SG,http://www.spotrac.com/redirect/player/17849/,DAL,Jan 11 2017,Fined $25000 for hitting Kris Dunn during DAL-MIN game				
Pierre Jackson, PG,http://www.spotrac.com/redirect/player/13355/,DAL,Jan 6 2017,Waived by Philadelphia (PHI)				
Wesley Matthews, SG,http://www.spotrac.com/redirect/player/6489/,DAL,Apr 30 2018,Exercised a $18.62 million option with Dallas (DAL) for 2018-19				
Nerlens Noel, C,http://www.spotrac.com/redirect/player/13319/,DAL,Apr 3 2018,Suspended 5 games (forfeit $144400) for violating the NBA’s anti-drug program				
Aaron Harrison, SG,http://www.spotrac.com/redirect/player/18009/,DAL,Apr 1 2018,Signed a contract with Dallas (DAL)				
Aaron Harrison, SG,http://www.spotrac.com/redirect/player/18009/,DAL,Mar 22 2018,Signed a 10-day contract with Dallas (DAL)				
Jameel Warney, PF,http://www.spotrac.com/redirect/player/20912/,DAL,Mar 11 2018,Signed a 10-day contract with Dallas (DAL)				
Scotty Hopson, SF,http://www.spotrac.com/redirect/player/14363/,DAL,Feb 26 2018,Signed a 10-day contract with Dallas (DAL)				
Josh McRoberts, PF,http://www.spotrac.com/redirect/player/2678/,DAL,Feb 10 2018,Waived by Dallas (DAL)				
Kyle Collinsworth, PG,http://www.spotrac.com/redirect/player/20895/,DAL,Feb 8 2018,Signed a 3 year $3.29 million contract with Dallas (DAL)				
Devin Harris, PG,http://www.spotrac.com/redirect/player/2592/,DAL,Feb 8 2018,Traded to Denver (DEN) from Dallas (DAL) as part of a 3-team trade: Denver (DEN) traded  Emmanuel MudiayDoug McDermott
Kyle Collinsworth, PG,http://www.spotrac.com/redirect/player/20895/,DAL,Jan 24 2018,Signed a 10-day contract with Dallas (DAL)				
Kyle Collinsworth, PG,http://www.spotrac.com/redirect/player/20895/,DAL,Jan 13 2018,Signed a 10-day contract with Dallas (DAL)				
Jalen Jones, SG,http://www.spotrac.com/redirect/player/21062/,DAL,Jan 10 2018,Claimed off waivers by Dallas (DAL)				
Kyle Collinsworth, PG,http://www.spotrac.com/redirect/player/20895/,DAL,Jan 10 2018,Waived by Dallas (DAL)				
Carlos Boozer, PF,http://www.spotrac.com/redirect/player/2745/,LAL,Dec 18 2017,Retired from Professional Basketball				
Larry Nance Jr., PF,http://www.spotrac.com/redirect/player/17855/,LAL,Oct 24 2017,Los Angeles (LAL) exercised $2.27 million option for 2018-19				
Brandon Ingram, SF,http://www.spotrac.com/redirect/player/20207/,LAL,Oct 24 2017,Los Angeles (LAL) exercised $5.76 million option for 2018-19				
Vander Blue, SG,http://www.spotrac.com/redirect/player/13573/,LAL,Oct 14 2017,Waived by Los Angeles (LAL)				
Travis Wear, PF,http://www.spotrac.com/redirect/player/15825/,LAL,Oct 14 2017,Waived by Los Angeles (LAL)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,LAL,Oct 14 2017,Waived by Los Angeles (LAL)				
Travis Wear, PF,http://www.spotrac.com/redirect/player/15825/,LAL,Oct 12 2017,Signed a contract with Los Angeles (LAL)				
Stephen Zimmerman, C,http://www.spotrac.com/redirect/player/20247/,LAL,Oct 9 2017,Waived by Los Angeles (LAL)				
V.J. Beachem, SF,http://www.spotrac.com/redirect/player/23664/,LAL,Oct 9 2017,Waived by Los Angeles (LAL)				
Andrew Bogut, C,http://www.spotrac.com/redirect/player/2560/,LAL,Sep 19 2017,Signed a 1 year $2.3 million contract with Los Angeles (LAL)				
V.J. Beachem, SF,http://www.spotrac.com/redirect/player/23664/,LAL,Aug 11 2017,Signed a contract with Los Angeles (LAL)				
Stephen Zimmerman, C,http://www.spotrac.com/redirect/player/20247/,LAL,Aug 10 2017,Signed a contract with Los Angeles (LAL)				
Briante Weber, SG,http://www.spotrac.com/redirect/player/18287/,LAL,Aug 8 2017,Signed a 1 year $1.47 million contract with Los Angeles (LAL) - $50k guaranteed				
Vander Blue, SG,http://www.spotrac.com/redirect/player/13573/,LAL,Aug 4 2017,Signed a 1 year $1.47 million contract with Los Angeles (LAL) - $50k guaranteed				
Thomas Bryant, C,http://www.spotrac.com/redirect/player/23643/,LAL,Jul 30 2017,Signed a 2 year $2.19 million contract with Los Angeles (LAL)				
Tyler Ennis, PG,http://www.spotrac.com/redirect/player/15370/,LAL,Jul 26 2017,Signed a 2 year $3.18 million contract with Los Angeles (LAL)				
Tarik Black, PF,http://www.spotrac.com/redirect/player/15767/,LAL,Jul 17 2017,Signed a 1 year $3.29 million a contract with Houston (HOU)				
Alex Caruso, G,http://www.spotrac.com/redirect/player/21076/,LAL,Jul 13 2017,Signed a two-way contract with Los Angeles (LAL)				
Kentavious Caldwell-Pope, SG,http://www.spotrac.com/redirect/player/13321/,LAL,Jul 13 2017,Signed a 1 year $17.75 million contract with Los Angeles (LAL)				
David Nwaba, SG,http://www.spotrac.com/redirect/player/21577/,LAL,Jul 12 2017,Waived by Los Angeles (LAL)				
Nick Young, SG,http://www.spotrac.com/redirect/player/2770/,LAL,Jul 8 2017,Signed a 1 year $5.192 million contract with Golden State (GSW)				
Josh Hart, SG,http://www.spotrac.com/redirect/player/23625/,LAL,Jul 3 2017,Signed a 2 year $3.05 million contract with Los Angeles (LAL)				
Kyle Kuzma, PF,http://www.spotrac.com/redirect/player/23622/,LAL,Jul 3 2017,Signed a 2 year $3.11 million contract with Los Angeles (LAL)				
Lonzo Ball, PG,http://www.spotrac.com/redirect/player/23597/,LAL,Jul 3 2017,Signed a 2 year $13.7 million contract with Los Angeles (LAL)				
Tarik Black, PF,http://www.spotrac.com/redirect/player/15767/,LAL,Jul 1 2017,Waived by Los Angeles (LAL)				
David Nwaba, SG,http://www.spotrac.com/redirect/player/21577/,LAL,Jun 28 2017,Los Angeles (LAL) exercised $1.31 million option for 2017-18				
Josh Hart, SG,http://www.spotrac.com/redirect/player/23625/,LAL,Jun 22 2017,Traded to Los Angeles (LAL) from Utah (UTH)  with  Thomas BryantTony Bradley
Tony Bradley, C,http://www.spotrac.com/redirect/player/23623/,LAL,Jun 22 2017,Drafted by Los Angeles (LAL): Round 1 (#28overall)				
Kyle Kuzma, PF,http://www.spotrac.com/redirect/player/23622/,LAL,Jun 22 2017,Drafted by Los Angeles (LAL): Round 1 (#27overall)				
Lonzo Ball, PG,http://www.spotrac.com/redirect/player/23597/,LAL,Jun 22 2017,Drafted by Los Angeles (LAL): Round 1 (#2overall)				
Nick Young, SG,http://www.spotrac.com/redirect/player/2770/,LAL,Jun 21 2017,Declined $5.67 million Player Option with Los Angeles (LAL) for 2017-18				
Timofey Mozgov, C,http://www.spotrac.com/redirect/player/7118/,LAL,Jun 20 2017,Traded to Brooklyn (BKN) from Los Angeles (LAL)  with  D'Angelo RussellBrook Lopez
David Nwaba, SG,http://www.spotrac.com/redirect/player/21577/,LAL,Mar 21 2017,Signed a 2 year $1.39 million contract with Los Angeles (LAL)				
Nick Young, SG,http://www.spotrac.com/redirect/player/2770/,LAL,Mar 19 2017,Fined $25000 for shoving Malcom Brogdon during MIL-LAL game				
D'Angelo Russell, PG,http://www.spotrac.com/redirect/player/17830/,LAL,Mar 19 2017,Fined $15000 for entering altercation during MIL-LAL game				
D'Angelo Russell, PG,http://www.spotrac.com/redirect/player/17830/,LAL,Mar 17 2017,Fined $2000 for ejection from MIL-LAL game				
David Nwaba, SG,http://www.spotrac.com/redirect/player/21577/,LAL,Mar 11 2017,Signed a 10-day contract with Los Angeles (LAL)				
David Nwaba, SG,http://www.spotrac.com/redirect/player/21577/,LAL,Feb 28 2017,Signed a 10-day contract with Los Angeles (LAL)				
Jose Calderon, PG,http://www.spotrac.com/redirect/player/2734/,LAL,Feb 27 2017,Waived by Los Angeles (LAL) - agreed to buyout				
Marcelo Huertas, PG,http://www.spotrac.com/redirect/player/18207/,LAL,Feb 23 2017,Traded to Houston (HOU) from Los Angeles (LAL)  for  Tyler Ennis
Corey Brewer, SG,http://www.spotrac.com/redirect/player/2573/,LAL,Feb 23 2017,Traded to Los Angeles (LAL) from Houston (HOU)  with 2017 1st round pick for  Louis Williams
Jordan Clarkson, PG,http://www.spotrac.com/redirect/player/15398/,LAL,Jan 9 2017,Fined $15000 for altercation (throwing forearm above shoulders) with Goran Dragic during MIA-LAL game				
Jordan Clarkson, PG,http://www.spotrac.com/redirect/player/15398/,LAL,Jan 6 2017,Fined $2000 for ejection from MIA-LAL game				
Andre Ingram, G,http://www.spotrac.com/redirect/player/25076/,LAL,Apr 9 2018,Signed a contract with Los Angeles (LAL)				
Travis Wear, PF,http://www.spotrac.com/redirect/player/15825/,LAL,Mar 22 2018,Signed a contract with Los Angeles (LAL)				
Travis Wear, PF,http://www.spotrac.com/redirect/player/15825/,LAL,Mar 13 2018,Signed a 10-day contract with Los Angeles (LAL)				
Derrick Williams, PF,http://www.spotrac.com/redirect/player/8052/,LAL,Mar 9 2018,Signed a 10-day contract with Los Angeles (LAL)				
Travis Wear, PF,http://www.spotrac.com/redirect/player/15825/,LAL,Mar 2 2018,Signed a 10-day contract with Los Angeles (LAL)				
Corey Brewer, SG,http://www.spotrac.com/redirect/player/2573/,LAL,Feb 28 2018,Waived by Los Angeles (LAL) - agreed to buyout				
Larry Nance Jr., PF,http://www.spotrac.com/redirect/player/17855/,LAL,Feb 8 2018,Traded to Cleveland (CLE) from Los Angeles (LAL)  with  Jordan ClarksonIsaiah ThomasChanning Frye
Nigel Hayes, PF,http://www.spotrac.com/redirect/player/23669/,LAL,Jan 19 2018,Signed a 10-day contract with Los Angeles (LAL)				
Vander Blue, SG,http://www.spotrac.com/redirect/player/13573/,LAL,Jan 12 2018,Waived by Los Angeles (LAL)				
Andrew Bogut, C,http://www.spotrac.com/redirect/player/2560/,LAL,Jan 6 2018,Waived by Los Angeles (LAL)				
Patrick Patterson, PF,http://www.spotrac.com/redirect/player/6896/,OKC,Dec 31 2017,Fined $10000 for tweeting criticism about officials				
Carmelo Anthony, SF,http://www.spotrac.com/redirect/player/2283/,OKC,Nov 5 2017,Fined $2000 for ejection from OKC-POR game				
Josh Huestis, SF,http://www.spotrac.com/redirect/player/15381/,OKC,Oct 31 2017,Oklahoma City (OKC) declined $2.24 million option 2018-19				
Chris Wright, SF,http://www.spotrac.com/redirect/player/8647/,OKC,Oct 14 2017,Waived by Oklahoma City (OKC)				
Yannis Morin, PF,http://www.spotrac.com/redirect/player/24525/,OKC,Oct 14 2017,Waived by Oklahoma City (OKC)				
Semaj Christon, PG,http://www.spotrac.com/redirect/player/15407/,OKC,Oct 14 2017,Waived by Oklahoma City (OKC)				
Isaiah Canaan, PG,http://www.spotrac.com/redirect/player/13347/,OKC,Oct 14 2017,Waived by Oklahoma City (OKC)				
Markel Brown, SG,http://www.spotrac.com/redirect/player/15396/,OKC,Oct 11 2017,Waived by Oklahoma City (OKC)				
